pkey,Previous_occupation_42,previous_emp_type,retirement_age
18058,"csp_2_2","ec-2-2",62
18063,"csp_2_1","ec-2-1",60
18066,"csp_2_2","ec-2-2",61
18068,"csp_4_3","ec-1-6",60
18072,"csp_2_3","ec-2-2",68
18080,"csp_1_1","ec-2-1",65
18084,"csp_6_7","ec-1-6",60
18085,"csp_2_1","ec-2-2",64
18089,"csp_1_3","ec-2-2",64
18092,"csp_2_1","ec-2-2",60
18098,"csp_5_2","ec-1-6",65
18108,"csp_5_2","ec-1-6",60
18112,"csp_5_6","ec-1-6",65
18118,"csp_4_5","ec-1-6",63
18120,"csp_5_6","ec-1-6",60
18124,"csp_5_6","ec-1-6",60
18128,"csp_4_3","ec-1-6",60
18130,"csp_6_8","ec-1-6",60
18140,"csp_4_6","ec-1-3",62
18148,"csp_2_1","ec-2-1",65
18150,"csp_3_3","ec-1-6",58
18153,"csp_5_6","ec-1-6",60
18155,"csp_5_2","ec-1-6",65
18158,"csp_6_3","ec-1-2",65
18159,"csp_5_4","ec-1-6",60
18164,"csp_5_4","ec-1-6",60
18177,"csp_5_2","ec-1-6",60
18181,"csp_4_3","ec-1-6",56
18182,"csp_3_1","ec-2-2",65
18185,"csp_4_6","ec-1-6",65
18191,"csp_6_3","ec-1-5",63
18194,"csp_6_5","ec-1-6",63
18201,"csp_6_4","ec-1-6",60
18205,"csp_2_3","ec-2-2",64
18206,"csp_5_6","ec-1-6",60
18207,"csp_3_1","ec-2-1",63
18233,"csp_5_2","ec-1-6",60
18235,"csp_2_2","ec-2-2",64
18250,"csp_5_2","ec-1-6",64
18252,"csp_4_5","ec-1-6",60
18259,"csp_6_3","ec-1-6",62
18263,"csp_2_3","ec-2-2",65
18268,"csp_4_6","ec-1-6",65
18271,"csp_1_1","ec-2-1",60
18274,"csp_4_5","ec-1-6",65
18286,"csp_5_2","ec-1-6",55
18289,"csp_4_7","ec-1-6",57
18290,"csp_3_5","ec-2-1",62
18291,"csp_5_6","ec-1-6",60
18297,"csp_4_7","ec-1-6",60
18305,"csp_6_7","ec-1-2",51
18309,"csp_4_3","ec-1-6",60
18314,"csp_2_1","ec-2-2",60
18322,"csp_4_2","ec-1-6",58
18338,"csp_1_1","ec-2-2",58
18345,"csp_1_1","ec-2-1",60
18346,"csp_6_7","ec-1-2",60
18360,"csp_4_8","ec-1-6",60
18376,"csp_6_8","ec-1-6",55
18397,"csp_3_4","ec-1-6",60
18401,"csp_5_6","ec-1-6",60
18405,"csp_5_2","ec-1-6",58
18411,"csp_6_3","ec-1-6",60
18412,"csp_3_1","ec-1-6",60
18429,"csp_2_1","ec-2-1",60
18433,"csp_2_2","ec-2-2",60
18443,"csp_5_2","ec-1-6",60
18446,"csp_6_3","ec-1-6",60
18447,"csp_6_2","ec-1-6",60
18479,"csp_2_1","ec-2-1",63
18489,"csp_5_2","ec-1-6",55
18491,"csp_2_1","ec-2-1",65
18505,"csp_5_5","ec-1-6",55
18510,"csp_3_8","ec-1-6",60
18517,"csp_5_2","ec-1-6",60
18527,"csp_4_2","ec-1-5",59
18549,"csp_4_7","ec-1-6",65
18559,"csp_6_3","ec-1-6",60
18565,"csp_6_7","ec-1-6",63
18580,"csp_6_8","ec-1-6",60
18586,"csp_6_2","ec-1-6",60
18591,"csp_6_2","ec-1-6",60
18599,"csp_5_5","ec-1-6",60
18603,"csp_6_7","ec-1-6",60
18606,"csp_6_7","ec-1-6",60
18609,"csp_5_6","ec-1-6",62
18611,"csp_6_7","ec-1-6",65
18614,"csp_4_2","ec-1-6",60
18615,"csp_5_6","ec-1-6",60
18618,"csp_5_2","ec-1-6",64
18620,"csp_5_2","ec-1-6",65
18621,"csp_5_4","ec-1-6",60
18639,"csp_4_8","ec-1-6",59
18643,"csp_3_3","ec-1-6",65
18650,"csp_4_5","ec-1-6",60
18658,"csp_5_2","ec-1-5",60
18661,"csp_5_4","ec-1-6",62
18666,"csp_5_2","ec-1-6",65
18680,"csp_5_2","ec-1-5",60
18689,"csp_5_6","ec-1-6",59
18692,"csp_6_3","ec-1-6",58
18697,"csp_6_2","ec-1-6",60
18709,"csp_4_6","ec-1-6",57
18720,"csp_5_4","ec-1-6",61
18722,"csp_3_4","ec-1-6",60
18732,"csp_6_8","ec-1-6",61
18738,"csp_6_7","ec-1-6",60
18741,"csp_6_8","ec-1-6",55
18744,"csp_1_1","ec-2-1",60
18748,"csp_2_1","ec-2-2",55
18772,"csp_6_8","ec-1-2",63
18774,"csp_4_6","ec-1-6",57
18788,"csp_5_4","ec-1-6",55
18792,"csp_6_7","ec-1-6",60
18795,"csp_4_7","ec-1-6",60
18796,"csp_6_9","ec-1-5",60
18798,"csp_3_1","ec-2-2",60
18809,"csp_4_2","ec-1-6",60
18817,"csp_5_2","ec-1-6",60
18828,"csp_5_6","ec-1-5",61
18850,"csp_4_3","ec-1-6",60
18854,"csp_6_8","ec-1-5",60
18858,"csp_6_3","ec-1-6",60
18872,"csp_5_6","ec-1-5",60
18875,"csp_5_6","ec-1-6",60
18879,"csp_5_6","ec-1-6",60
18882,"csp_6_3","ec-1-6",64
18883,"csp_5_2","ec-1-6",60
18886,"csp_6_8","ec-1-6",60
18888,"csp_6_5","ec-1-6",60
18905,"csp_2_2","ec-2-2",58
18915,"csp_6_4","ec-1-6",59
18921,"csp_6_4","ec-1-6",60
18932,"csp_6_7","ec-1-6",60
18944,"csp_4_2","ec-1-6",60
18948,"csp_5_5","ec-1-6",64
18954,"csp_6_3","ec-1-6",56
18958,"csp_6_5","ec-1-6",61
18966,"csp_5_2","ec-1-6",60
18978,"csp_4_6","ec-1-6",54
18985,"csp_5_4","ec-1-6",60
19001,"csp_5_6","ec-1-6",60
19019,"csp_5_5","ec-1-6",60
19020,"csp_6_7","ec-1-6",60
19029,"csp_2_1","ec-2-1",60
19037,"csp_4_6","ec-1-6",60
19043,"csp_5_2","ec-1-6",64
19065,"csp_4_5","ec-1-6",60
19067,"csp_4_7","ec-1-6",60
19070,"csp_4_3","ec-1-6",53
19071,"csp_5_4","ec-1-5",64
19077,"csp_3_1","ec-2-1",60
19081,"csp_6_8","ec-1-6",65
19082,"csp_2_2","ec-2-2",60
19096,"csp_6_4","ec-1-6",62
19105,"csp_4_6","ec-1-6",65
19108,"csp_5_6","ec-1-5",62
19109,"csp_6_7","ec-1-6",56
19116,"csp_4_6","ec-1-6",61
19120,"csp_5_2","ec-1-6",60
19122,"csp_5_2","ec-1-6",60
19134,"csp_5_2","ec-1-6",57
19138,"csp_5_6","ec-1-6",59
19149,"csp_4_5","ec-1-6",55
19153,"csp_2_3","ec-2-2",60
19180,"csp_4_7","ec-1-6",63
19185,"csp_1_1","ec-2-1",52
19186,"csp_2_2","ec-2-2",60
19189,"csp_5_2","ec-1-6",60
19192,"csp_6_5","ec-1-6",60
19196,"csp_2_3","ec-2-2",60
19210,"csp_5_5","ec-1-6",60
19215,"csp_1_3","ec-2-2",60
19216,"csp_5_4","ec-1-6",55
19229,"csp_4_2","ec-1-6",60
19231,"csp_6_7","ec-1-6",60
19235,"csp_1_1","ec-2-1",65
19251,"csp_5_2","ec-1-6",60
19258,"csp_3_7","ec-1-6",60
19262,"csp_6_2","ec-1-6",58
19273,"csp_5_6","ec-1-5",66
19274,"csp_6_2","ec-1-6",60
19279,"csp_5_6","ec-1-6",62
19290,"csp_5_3","ec-1-6",59
19293,"csp_1_1","ec-2-1",57
19315,"csp_6_4","ec-1-6",62
19324,"csp_5_2","ec-1-6",60
19328,"csp_5_6","ec-1-6",63
19333,"csp_4_8","ec-1-6",60
19349,"csp_5_5","ec-1-6",65
19363,"csp_6_2","ec-1-6",60
19367,"csp_3_4","ec-1-6",62
19376,"csp_6_3","ec-1-6",57
19381,"csp_6_3","ec-1-6",59
19387,"csp_3_7","ec-1-6",62
19390,"csp_5_2","ec-1-6",60
19391,"csp_6_3","ec-1-6",60
19398,"csp_6_8","ec-1-6",59
19415,"csp_6_3","ec-1-6",60
19420,"csp_5_6","ec-1-6",60
19432,"csp_5_5","ec-1-6",65
19434,"csp_6_3","ec-1-6",62
19442,"csp_5_4","ec-1-6",56
19443,"csp_2_1","ec-2-2",60
19446,"csp_5_5","ec-1-6",63
19451,"csp_5_6","ec-1-6",60
19453,"csp_3_7","ec-1-6",65
19477,"csp_4_6","ec-1-5",63
19482,"csp_6_3","ec-1-6",65
19484,"csp_4_3","ec-2-2",57
19488,"csp_4_3","ec-1-6",60
19489,"csp_2_2","ec-2-1",60
19507,"csp_6_4","ec-1-6",60
19523,"csp_6_3","ec-1-6",64
19527,"csp_6_8","ec-1-6",60
19535,"csp_5_2","ec-1-5",60
19540,"csp_6_7","ec-1-5",65
19542,"csp_5_5","ec-1-6",59
19552,"csp_2_1","ec-2-1",60
19565,"csp_3_1","ec-2-1",58
19575,"csp_1_3","ec-2-2",60
19576,"csp_4_7","ec-1-6",57
19582,"csp_6_2","ec-1-6",60
19605,"csp_4_2","ec-1-6",60
19607,"csp_5_2","ec-1-6",60
19610,"csp_5_2","ec-1-6",65
19616,"csp_6_4","ec-1-6",60
19617,"csp_6_3","ec-1-6",60
19623,"csp_4_3","ec-1-6",60
19648,"csp_2_3","ec-2-2",60
19654,"csp_6_3","ec-1-6",55
19658,"csp_6_8","ec-1-6",65
19660,"csp_6_7","ec-1-6",60
19666,"csp_5_3","ec-1-6",60
19668,"csp_5_3","ec-1-6",59
19674,"csp_1_1","ec-2-1",55
19686,"csp_5_5","ec-1-6",60
19691,"csp_5_5","ec-1-6",60
19694,"csp_1_1","ec-2-1",64
19695,"csp_5_2","ec-1-5",58
19701,"csp_6_8","ec-1-6",60
19707,"csp_4_3","ec-1-6",60
19712,"csp_5_2","ec-1-6",65
19713,"csp_4_8","ec-1-6",60
19720,"csp_5_6","ec-1-6",62
19724,"csp_5_6","ec-1-6",65
19725,"csp_5_3","ec-1-6",60
19730,"csp_6_8","ec-1-6",60
19733,"csp_4_6","ec-1-6",58
19751,"csp_6_4","ec-1-6",60
19754,"csp_5_4","ec-1-6",60
19769,"csp_4_6","ec-1-5",60
19772,"csp_5_4","ec-1-6",60
19785,"csp_6_7","ec-1-6",64
19787,"csp_6_3","ec-1-2",56
19794,"csp_5_2","ec-1-6",56
19797,"csp_5_2","ec-1-6",60
19801,"csp_1_3","ec-2-2",60
19802,"csp_6_4","ec-1-6",65
19807,"csp_6_4","ec-1-6",60
19808,"csp_5_6","ec-1-6",63
19811,"csp_6_8","ec-1-6",60
19823,"csp_4_6","ec-1-6",54
19831,"csp_5_2","ec-1-3",65
19833,"csp_5_5","ec-1-6",66
19836,"csp_6_3","ec-1-6",62
19842,"csp_6_2","ec-1-6",60
19853,"csp_6_8","ec-1-2",58
19855,"csp_5_5","ec-1-6",60
19857,"csp_4_6","ec-1-6",65
19869,"csp_6_5","ec-1-2",57
19884,"csp_5_2","ec-1-6",56
19886,"csp_6_8","ec-1-6",56
19899,"csp_4_6","ec-1-6",58
19902,"csp_4_5","ec-1-6",64
19913,"csp_1_1","ec-2-1",64
19916,"csp_5_2","ec-1-6",56
19933,"csp_5_6","ec-1-6",60
19937,"csp_3_4","ec-1-6",61
19938,"csp_5_2","ec-1-6",60
19953,"csp_2_2","ec-2-2",59
19969,"csp_6_8","ec-1-6",65
19975,"csp_4_7","ec-1-6",60
19977,"csp_1_3","ec-2-2",65
19981,"csp_6_4","ec-1-6",60
19982,"csp_4_7","ec-1-6",60
19984,"csp_5_6","ec-1-6",60
19988,"csp_4_7","ec-1-6",60
19990,"csp_6_7","ec-1-6",61
19994,"csp_6_7","ec-1-6",60
19997,"csp_4_7","ec-1-6",55
20001,"csp_5_6","ec-1-6",65
20002,"csp_4_6","ec-1-6",55
20005,"csp_2_2","ec-2-2",60
20007,"csp_5_2","ec-1-6",60
20017,"csp_3_1","ec-2-2",67
20019,"csp_6_4","ec-1-6",56
20020,"csp_3_7","ec-1-6",51
20025,"csp_4_8","ec-1-6",59
20026,"csp_5_2","ec-1-6",65
20027,"csp_4_6","ec-1-6",60
20028,"csp_5_4","ec-1-6",65
20034,"csp_5_2","ec-1-6",60
20041,"csp_4_2","ec-1-6",60
20045,"csp_4_2","ec-1-6",65
20058,"csp_6_8","ec-1-6",59
20060,"csp_4_7","ec-1-6",62
20064,"csp_5_2","ec-1-6",57
20066,"csp_6_4","ec-1-6",61
20077,"csp_6_3","ec-1-6",60
20081,"csp_6_2","ec-1-6",53
20084,"csp_6_8","ec-1-6",60
20086,"csp_5_5","ec-1-6",65
20087,"csp_3_4","ec-1-6",60
20090,"csp_6_3","ec-1-2",62
20102,"csp_4_6","ec-1-6",60
20103,"csp_4_3","ec-1-6",60
20106,"csp_1_3","ec-2-2",60
20110,"csp_2_2","ec-2-2",60
20116,"csp_4_5","ec-1-5",60
20122,"csp_4_7","ec-1-6",57
20125,"csp_4_3","ec-1-6",56
20128,"csp_6_3","ec-1-6",60
20133,"csp_5_2","ec-1-6",60
20135,"csp_3_3","ec-1-6",60
20136,"csp_4_6","ec-1-6",60
20147,"csp_4_3","ec-1-5",60
20148,"csp_5_4","ec-1-6",65
20161,"csp_5_2","ec-1-6",65
20164,"csp_5_5","ec-1-6",61
20168,"csp_6_8","ec-1-6",60
20169,"csp_6_7","ec-1-2",60
20173,"csp_6_7","ec-1-6",60
20204,"csp_4_3","ec-2-1",65
20206,"csp_5_3","ec-1-6",60
20217,"csp_4_2","ec-1-6",60
20227,"csp_6_3","ec-1-6",62
20228,"csp_4_3","ec-1-6",65
20251,"csp_6_3","ec-1-6",60
20252,"csp_2_3","ec-2-2",62
20257,"csp_3_7","ec-1-6",59
20271,"csp_4_6","ec-1-6",62
20283,"csp_5_2","ec-1-6",65
20285,"csp_5_5","ec-1-5",58
20286,"csp_6_4","ec-1-6",56
20287,"csp_5_2","ec-1-6",60
20290,"csp_5_4","ec-1-6",63
20294,"csp_6_7","ec-1-5",56
20295,"csp_1_1","ec-2-1",60
20306,"csp_3_4","ec-1-6",59
20308,"csp_5_2","ec-1-5",61
20309,"csp_4_2","ec-1-6",57
20310,"csp_6_2","ec-1-6",60
20311,"csp_1_3","ec-2-2",58
20318,"csp_1_3","ec-2-2",60
20319,"csp_6_7","ec-1-6",60
20326,"csp_6_8","ec-1-6",60
20332,"csp_4_3","ec-2-1",60
20333,"csp_4_6","ec-1-6",63
20335,"csp_5_2","ec-1-6",60
20336,"csp_3_7","ec-1-6",60
20338,"csp_5_2","ec-1-6",63
20340,"csp_5_2","ec-1-6",64
20342,"csp_5_4","ec-1-6",60
20353,"csp_6_7","ec-1-6",55
20354,"csp_1_3","ec-2-2",60
20356,"csp_2_2","ec-2-2",60
20358,"csp_5_2","ec-1-6",58
20363,"csp_1_1","ec-2-1",55
20367,"csp_5_3","ec-1-6",60
20368,"csp_6_8","ec-1-6",57
20371,"csp_4_6","ec-1-6",63
20377,"csp_5_4","ec-1-6",65
20381,"csp_5_2","ec-1-6",60
20396,"csp_5_2","ec-1-6",60
20399,"csp_5_6","ec-1-6",60
20400,"csp_5_2","ec-1-6",55
20410,"csp_4_5","ec-1-6",60
20416,"csp_5_4","ec-1-6",60
20418,"csp_5_6","ec-1-6",60
20426,"csp_4_3","ec-1-6",65
20427,"csp_4_6","ec-1-6",60
20430,"csp_5_4","ec-1-6",63
20435,"csp_5_2","ec-1-6",65
20441,"csp_4_7","ec-1-6",60
20447,"csp_3_3","ec-1-6",55
20448,"csp_4_6","ec-1-6",60
20453,"csp_4_6","ec-1-6",60
20461,"csp_5_4","ec-1-6",59
20463,"csp_2_2","ec-2-1",65
20467,"csp_5_5","ec-1-6",60
20475,"csp_6_7","ec-1-6",65
20480,"csp_4_6","ec-1-6",60
20487,"csp_6_4","ec-1-6",63
20495,"csp_2_2","ec-2-1",65
20497,"csp_4_6","ec-1-6",65
20499,"csp_2_2","ec-2-1",60
20500,"csp_2_1","ec-2-1",60
20509,"csp_6_7","ec-1-6",60
20510,"csp_5_2","ec-1-6",60
20519,"csp_5_6","ec-1-6",60
20529,"csp_3_4","ec-1-6",60
20539,"csp_6_9","ec-1-6",57
20556,"csp_5_5","ec-1-6",55
20566,"csp_6_7","ec-1-6",61
20572,"csp_5_2","ec-1-6",60
20588,"csp_1_1","ec-2-1",62
20592,"csp_4_8","ec-1-6",58
20593,"csp_5_3","ec-1-6",58
20598,"csp_5_2","ec-1-6",56
20605,"csp_2_2","ec-2-2",60
20607,"csp_2_1","ec-2-1",59
20612,"csp_5_6","ec-1-6",65
20613,"csp_5_5","ec-1-6",64
20614,"csp_4_2","ec-1-6",60
20622,"csp_6_2","ec-1-6",56
20625,"csp_5_3","ec-1-6",54
20627,"csp_4_7","ec-1-6",60
20641,"csp_4_7","ec-1-6",58
20643,"csp_4_3","ec-1-6",65
20650,"csp_6_8","ec-1-6",64
20652,"csp_5_2","ec-1-6",55
20654,"csp_1_1","ec-2-1",60
20663,"csp_5_6","ec-1-6",65
20667,"csp_6_7","ec-1-6",60
20676,"csp_6_2","ec-1-6",58
20679,"csp_2_1","ec-2-2",60
20684,"csp_5_2","ec-1-6",57
20689,"csp_6_8","ec-1-5",56
20698,"csp_4_7","ec-1-6",63
20708,"csp_5_4","ec-1-6",58
20709,"csp_1_1","ec-2-1",60
20713,"csp_4_2","ec-2-1",55
20714,"csp_4_2","ec-1-6",65
20719,"csp_4_3","ec-1-6",54
20726,"csp_5_6","ec-1-6",60
20727,"csp_5_2","ec-1-6",60
20728,"csp_4_6","ec-1-6",59
20729,"csp_6_8","ec-1-6",60
20735,"csp_5_2","ec-1-6",64
20741,"csp_2_1","ec-2-1",60
20749,"csp_4_6","ec-1-6",60
20752,"csp_6_4","ec-1-6",60
20769,"csp_5_2","ec-1-5",63
20772,"csp_5_6","ec-1-6",65
20777,"csp_6_3","ec-1-6",57
20780,"csp_1_3","ec-2-2",65
20796,"csp_1_1","ec-2-1",60
20801,"csp_5_2","ec-1-6",62
20807,"csp_3_8","ec-1-6",61
20815,"csp_2_2","ec-2-1",60
20817,"csp_4_8","ec-1-6",60
20825,"csp_3_8","ec-1-6",65
20827,"csp_4_6","ec-1-6",61
20833,"csp_5_6","ec-1-6",60
20839,"csp_3_4","ec-1-6",65
20845,"csp_5_6","ec-1-6",54
20847,"csp_1_1","ec-2-1",56
20851,"csp_5_2","ec-1-6",62
20862,"csp_6_3","ec-1-6",59
20865,"csp_6_3","ec-1-6",60
20867,"csp_5_2","ec-1-6",60
20872,"csp_4_6","ec-1-6",57
20874,"csp_3_1","ec-2-2",60
20891,"csp_1_1","ec-2-1",60
20902,"csp_4_3","ec-2-1",60
20906,"csp_6_7","ec-1-6",60
20908,"csp_5_6","ec-1-5",60
20912,"csp_5_6","ec-1-6",65
20918,"csp_1_1","ec-2-1",60
20919,"csp_4_6","ec-1-6",55
20920,"csp_4_3","ec-1-6",64
20923,"csp_4_6","ec-1-6",61
20925,"csp_5_2","ec-1-6",60
20928,"csp_4_2","ec-1-6",60
20947,"csp_5_2","ec-1-6",61
20961,"csp_5_2","ec-1-6",60
20969,"csp_2_2","ec-2-2",65
20980,"csp_2_2","ec-2-2",57
20990,"csp_4_8","ec-1-6",61
20998,"csp_5_2","ec-1-6",63
21001,"csp_6_8","ec-1-6",60
21011,"csp_3_5","ec-2-1",60
21018,"csp_2_2","ec-2-1",62
21025,"csp_1_1","ec-2-1",60
21054,"csp_6_7","ec-1-6",65
21070,"csp_6_8","ec-1-6",62
21071,"csp_5_3","ec-1-6",55
21087,"csp_6_7","ec-1-6",60
21088,"csp_2_2","ec-2-2",60
21092,"csp_6_4","ec-1-6",64
21097,"csp_5_2","ec-1-6",65
21106,"csp_2_2","ec-2-2",60
21115,"csp_5_2","ec-1-6",60
21122,"csp_3_7","ec-1-6",56
21133,"csp_4_7","ec-1-5",60
21147,"csp_5_2","ec-1-6",60
21149,"csp_2_1","ec-2-1",60
21150,"csp_5_6","ec-1-5",60
21153,"csp_3_3","ec-1-6",65
21154,"csp_6_3","ec-1-6",58
21164,"csp_6_8","ec-1-6",65
21167,"csp_6_7","ec-1-6",60
21168,"csp_4_7","ec-1-6",59
21172,"csp_2_2","ec-2-2",65
21175,"csp_2_2","ec-2-1",60
21180,"csp_6_5","ec-1-6",64
21197,"csp_4_5","ec-1-6",60
21198,"csp_5_2","ec-1-5",65
21201,"csp_3_3","ec-1-6",61
21209,"csp_5_5","ec-1-6",57
21219,"csp_6_3","ec-1-6",60
21238,"csp_5_3","ec-1-6",60
21244,"csp_2_1","ec-2-2",60
21251,"csp_5_4","ec-1-6",63
21254,"csp_4_2","ec-1-5",60
21257,"csp_4_3","ec-1-5",60
21261,"csp_3_7","ec-1-6",59
21268,"csp_1_1","ec-2-1",65
21271,"csp_6_8","ec-1-6",59
21281,"csp_5_2","ec-1-6",63
21288,"csp_6_3","ec-1-6",60
21289,"csp_2_3","ec-2-2",60
21296,"csp_4_2","ec-1-5",65
21297,"csp_3_7","ec-1-6",62
21312,"csp_4_4","ec-1-6",65
21315,"csp_5_6","ec-1-6",61
21317,"csp_1_3","ec-2-2",60
21326,"csp_6_3","ec-1-6",63
21329,"csp_4_2","ec-2-1",62
21347,"csp_6_3","ec-1-5",60
21349,"csp_6_4","ec-1-6",60
21358,"csp_6_8","ec-1-6",60
21360,"csp_6_7","ec-1-6",65
21363,"csp_5_4","ec-1-6",54
21371,"csp_3_8","ec-1-6",60
21408,"csp_6_5","ec-1-6",60
21411,"csp_2_2","ec-2-1",60
21419,"csp_6_2","ec-1-6",65
21425,"csp_5_2","ec-1-6",55
21429,"csp_5_2","ec-1-6",65
21432,"csp_4_3","ec-1-6",55
21434,"csp_5_6","ec-1-6",65
21442,"csp_6_3","ec-1-6",65
21446,"csp_5_3","ec-1-6",65
21463,"csp_5_5","ec-1-6",57
21466,"csp_5_2","ec-1-6",60
21467,"csp_3_8","ec-1-6",57
21479,"csp_1_1","ec-2-1",60
21481,"csp_5_4","ec-1-6",65
21483,"csp_5_2","ec-1-6",60
21485,"csp_5_6","ec-1-6",60
21490,"csp_5_6","ec-1-6",69
21506,"csp_4_6","ec-1-6",65
21509,"csp_3_8","ec-1-6",68
21516,"csp_2_3","ec-2-2",60
21536,"csp_5_4","ec-1-6",60
21539,"csp_5_4","ec-1-5",60
21547,"csp_2_3","ec-2-2",61
21559,"csp_5_6","ec-1-6",65
21564,"csp_5_4","ec-1-3",66
21567,"csp_4_6","ec-1-6",60
21575,"csp_6_7","ec-1-6",62
21579,"csp_5_2","ec-1-6",56
21584,"csp_6_9","ec-1-5",65
21589,"csp_5_5","ec-1-6",60
21600,"csp_5_4","ec-1-6",62
21624,"csp_4_7","ec-1-2",58
21638,"csp_4_5","ec-1-6",64
21644,"csp_5_2","ec-1-6",60
21645,"csp_5_2","ec-1-6",65
21655,"csp_2_2","ec-2-1",60
21658,"csp_3_8","ec-1-6",60
21661,"csp_5_2","ec-1-3",60
21662,"csp_5_2","ec-1-3",62
21670,"csp_4_8","ec-1-6",57
21671,"csp_2_1","ec-2-2",56
21676,"csp_5_6","ec-1-6",56
21686,"csp_4_6","ec-1-6",56
21688,"csp_4_6","ec-1-6",60
21691,"csp_5_5","ec-1-6",60
21699,"csp_1_1","ec-2-1",58
21702,"csp_5_3","ec-1-6",60
21716,"csp_4_2","ec-1-6",59
21718,"csp_5_4","ec-1-6",60
21719,"csp_5_5","ec-1-6",57
21721,"csp_3_1","ec-2-2",60
21738,"csp_4_6","ec-1-6",60
21761,"csp_5_2","ec-1-6",60
21762,"csp_5_2","ec-1-6",60
21772,"csp_4_3","ec-2-1",60
21776,"csp_5_4","ec-1-6",65
21797,"csp_2_2","ec-2-1",56
21801,"csp_4_6","ec-1-6",60
21819,"csp_6_7","ec-1-6",60
21820,"csp_2_3","ec-2-2",59
21836,"csp_2_1","ec-2-1",60
21839,"csp_1_1","ec-2-1",60
21840,"csp_4_5","ec-1-6",57
21845,"csp_4_7","ec-1-6",60
21863,"csp_5_6","ec-1-5",65
21868,"csp_5_6","ec-1-6",55
21892,"csp_6_7","ec-1-6",60
21894,"csp_3_8","ec-1-6",62
21905,"csp_3_8","ec-1-6",60
21909,"csp_5_6","ec-1-6",63
21911,"csp_5_2","ec-1-5",63
21916,"csp_4_8","ec-1-6",55
21918,"csp_5_2","ec-1-6",60
21938,"csp_4_7","ec-1-6",60
21942,"csp_5_2","ec-1-6",60
21965,"csp_2_2","ec-2-2",60
21973,"csp_5_2","ec-1-6",60
21983,"csp_2_2","ec-2-2",62
21988,"csp_5_2","ec-1-6",60
21991,"csp_6_2","ec-1-6",56
22023,"csp_6_2","ec-1-6",65
22024,"csp_4_2","ec-1-6",60
22025,"csp_5_4","ec-1-6",60
22026,"csp_6_7","ec-1-6",57
22030,"csp_6_4","ec-1-6",56
22034,"csp_5_2","ec-1-6",60
22056,"csp_4_3","ec-1-6",64
22058,"csp_6_3","ec-1-6",55
22064,"csp_4_6","ec-1-6",57
22083,"csp_4_6","ec-1-6",60
22086,"csp_2_1","ec-2-1",57
22088,"csp_6_8","ec-1-6",63
22106,"csp_6_8","ec-1-2",60
22127,"csp_4_3","ec-1-6",65
22132,"csp_5_2","ec-1-6",60
22139,"csp_2_1","ec-2-3",62
22154,"csp_5_2","ec-1-6",60
22155,"csp_4_6","ec-1-6",60
22165,"csp_4_2","ec-1-6",55
22166,"csp_3_7","ec-1-6",55
22167,"csp_6_7","ec-1-6",60
22173,"csp_5_6","ec-1-5",60
22185,"csp_2_1","ec-2-2",60
22187,"csp_5_3","ec-1-6",60
22189,"csp_3_4","ec-1-6",59
22191,"csp_4_7","ec-1-6",55
22203,"csp_5_4","ec-1-6",65
22205,"csp_2_1","ec-2-1",60
22213,"csp_6_4","ec-1-6",65
22230,"csp_6_8","ec-1-6",65
22232,"csp_4_7","ec-1-6",60
22235,"csp_4_7","ec-1-6",60
22242,"csp_4_2","ec-1-6",60
22252,"csp_6_8","ec-1-6",65
22258,"csp_3_4","ec-1-6",65
22259,"csp_4_5","ec-1-6",55
22261,"csp_5_4","ec-1-6",60
22266,"csp_5_6","ec-1-6",64
22267,"csp_2_2","ec-2-2",60
22268,"csp_5_2","ec-1-6",60
22275,"csp_6_4","ec-1-6",61
22290,"csp_4_7","ec-1-6",61
22303,"csp_4_6","ec-1-6",63
22309,"csp_6_8","ec-1-6",60
22318,"csp_3_8","ec-1-6",65
22328,"csp_5_5","ec-1-6",65
22331,"csp_2_3","ec-2-2",36
22332,"csp_2_2","ec-2-2",58
22335,"csp_5_6","ec-1-6",60
22336,"csp_6_9","ec-1-5",60
22337,"csp_2_2","ec-2-1",65
22341,"csp_6_7","ec-1-6",65
22346,"csp_6_7","ec-1-6",55
22355,"csp_3_3","ec-1-6",60
22357,"csp_5_2","ec-1-5",65
22377,"csp_3_7","ec-1-6",63
22379,"csp_3_8","ec-1-6",60
22380,"csp_4_2","ec-1-6",60
22385,"csp_5_6","ec-1-6",65
22423,"csp_6_3","ec-1-6",63
22427,"csp_3_4","ec-1-6",56
22429,"csp_5_4","ec-1-6",61
22433,"csp_6_9","ec-1-6",60
22434,"csp_6_8","ec-1-6",60
22447,"csp_5_4","ec-1-6",60
22458,"csp_4_7","ec-1-6",62
22466,"csp_6_7","ec-1-6",60
22475,"csp_5_5","ec-1-6",59
22478,"csp_6_4","ec-1-6",60
22487,"csp_5_2","ec-1-6",65
22503,"csp_5_2","ec-1-6",60
22533,"csp_5_4","ec-1-6",65
22537,"csp_6_7","ec-1-6",56
22555,"csp_6_3","ec-1-6",60
22556,"csp_6_3","ec-1-6",60
22568,"csp_4_3","ec-1-6",65
22571,"csp_5_2","ec-1-6",60
22573,"csp_4_6","ec-1-6",60
22587,"csp_2_1","ec-2-1",60
22590,"csp_4_7","ec-1-6",60
22593,"csp_3_8","ec-1-6",60
22597,"csp_5_2","ec-1-6",64
