pkey,emp_type
26077,"ec-1-6"
26078,"ec-1-6"
26081,"ec-1-6"
26088,"ec-1-6"
26090,"ec-1-6"
26091,"ec-1-2"
26104,"ec-1-6"
26105,"ec-2-1"
26106,"ec-2-1"
26109,"ec-1-6"
26111,"ec-1-6"
26117,"ec-1-6"
26119,"ec-1-6"
26120,"ec-1-6"
26125,"ec-1-6"
26127,"ec-2-1"
26128,"ec-1-3"
26129,"ec-1-5"
26141,"ec-1-6"
26143,"ec-1-6"
26147,"ec-1-5"
26148,"ec-2-1"
26149,"ec-1-6"
26151,"ec-1-6"
26154,"ec-1-6"
26158,"ec-1-6"
26163,"ec-1-6"
26171,"ec-1-6"
26174,"ec-1-6"
26175,"ec-1-6"
26177,"ec-1-6"
26187,"ec-1-6"
26192,"ec-1-6"
26208,"ec-1-6"
26210,"ec-1-6"
26212,"ec-1-6"
26214,"ec-2-2"
26215,"ec-1-6"
26221,"ec-1-6"
26228,"ec-2-2"
26229,"ec-1-6"
26231,"ec-2-1"
26234,"ec-1-6"
26235,"ec-1-6"
26238,"ec-1-6"
26244,"ec-2-1"
26247,"ec-1-6"
26248,"ec-1-5"
26264,"ec-2-1"
26265,"ec-1-5"
26274,"ec-1-6"
26276,"ec-2-2"
26278,"ec-1-6"
26282,"ec-1-6"
26293,"ec-1-6"
26299,"ec-1-6"
26307,"ec-1-6"
26316,"ec-1-6"
26318,"ec-1-6"
26324,"ec-1-6"
26325,"ec-1-6"
26331,"ec-1-6"
26337,"ec-1-6"
26339,"ec-1-6"
26342,"ec-1-6"
26355,"ec-1-6"
26359,"ec-2-1"
26360,"ec-1-6"
26367,"ec-1-6"
26370,"ec-1-6"
26374,"ec-1-6"
26384,"ec-1-6"
26385,"ec-1-6"
26387,"ec-1-6"
26391,"ec-1-1"
26400,"ec-2-2"
26405,"ec-1-6"
26406,"ec-1-6"
26410,"ec-2-1"
26415,"ec-1-6"
26430,"ec-1-6"
26438,"ec-1-6"
26440,"ec-1-6"
26443,"ec-1-6"
26444,"ec-1-6"
26453,"ec-1-6"
26454,"ec-1-6"
26455,"ec-1-6"
26456,"ec-1-6"
26465,"ec-1-6"
26467,"ec-1-6"
26470,"ec-1-6"
26471,"ec-2-1"
26472,"ec-1-6"
26479,"ec-2-1"
26484,"ec-1-6"
26487,"ec-1-6"
26488,"ec-1-6"
26493,"ec-2-1"
26508,"ec-1-6"
26510,"ec-1-6"
26515,"ec-1-1"
26516,"ec-2-1"
26525,"ec-2-1"
26537,"ec-1-6"
26539,"ec-1-6"
26542,"ec-1-6"
26558,"ec-1-6"
26567,"ec-1-6"
26570,"ec-1-6"
26581,"ec-1-6"
26582,"ec-2-1"
26583,"ec-1-6"
26586,"ec-1-6"
26596,"ec-1-1"
26598,"ec-1-6"
26603,"ec-1-5"
26604,"ec-1-6"
26607,"ec-1-6"
26610,"ec-1-6"
26614,"ec-1-6"
26616,"ec-2-2"
26617,"ec-1-6"
26618,"ec-2-1"
26622,"ec-1-6"
26623,"ec-1-6"
26627,"ec-1-6"
26629,"ec-1-5"
26634,"ec-1-6"
26641,"ec-1-6"
26645,"ec-1-5"
26651,"ec-1-6"
26653,"ec-1-6"
26659,"ec-1-6"
26669,"ec-1-5"
26681,"ec-1-6"
26684,"ec-2-1"
26685,"ec-1-3"
26687,"ec-1-6"
26688,"ec-1-5"
26689,"ec-1-6"
26692,"ec-1-6"
26697,"ec-1-6"
26712,"ec-1-6"
26713,"ec-1-6"
26727,"ec-1-6"
26735,"ec-2-2"
26739,"ec-2-2"
26741,"ec-1-6"
26744,"ec-1-6"
26752,"ec-1-6"
26756,"ec-1-6"
26757,"ec-1-6"
26758,"ec-2-2"
26762,"ec-1-6"
26763,"ec-1-6"
26765,"ec-1-6"
26779,"ec-1-6"
26782,"ec-1-5"
26785,"ec-1-6"
26787,"ec-1-2"
26790,"ec-1-6"
26804,"ec-1-6"
26806,"ec-1-5"
26820,"ec-1-6"
26826,"ec-1-6"
26832,"ec-1-5"
26836,"ec-1-6"
26839,"ec-1-6"
26841,"ec-1-6"
26845,"ec-2-1"
26847,"ec-1-6"
26848,"ec-1-6"
26849,"ec-1-6"
26856,"ec-1-6"
26857,"ec-1-6"
26858,"ec-1-6"
26863,"ec-1-6"
26867,"ec-1-6"
26869,"ec-1-3"
26875,"ec-1-6"
26879,"ec-1-5"
26881,"ec-1-6"
26883,"ec-1-6"
26889,"ec-1-6"
26892,"ec-1-6"
26895,"ec-1-6"
26897,"ec-1-6"
26908,"ec-1-6"
26911,"ec-1-6"
26914,"ec-1-6"
26915,"ec-1-6"
26918,"ec-2-1"
26921,"ec-1-5"
26922,"ec-1-6"
26930,"ec-2-2"
26936,"ec-1-6"
26939,"ec-1-6"
26946,"ec-1-6"
26949,"ec-1-6"
26950,"ec-2-1"
26953,"ec-1-5"
26955,"ec-1-6"
26959,"ec-1-6"
26965,"ec-1-6"
26973,"ec-1-6"
26980,"ec-1-6"
26983,"ec-1-6"
26987,"ec-1-6"
26990,"ec-1-6"
26992,"ec-1-6"
26994,"ec-1-6"
26999,"ec-1-5"
27000,"ec-1-6"
27003,"ec-1-6"
27005,"ec-1-6"
27007,"ec-2-1"
27008,"ec-2-2"
27014,"ec-1-5"
27017,"ec-1-6"
27028,"ec-1-6"
27034,"ec-1-6"
27038,"ec-2-2"
27040,"ec-2-1"
27041,"ec-1-6"
27048,"ec-1-6"
27049,"ec-1-6"
27051,"ec-2-2"
27053,"ec-1-6"
27056,"ec-1-6"
27057,"ec-1-6"
27061,"ec-1-6"
27062,"ec-1-6"
27065,"ec-1-6"
27071,"ec-1-6"
27072,"ec-1-6"
27076,"ec-1-6"
27079,"ec-1-6"
27088,"ec-2-1"
27090,"ec-1-6"
27106,"ec-2-1"
27107,"ec-1-2"
27112,"ec-1-6"
27115,"ec-1-6"
27134,"ec-1-6"
27136,"ec-1-6"
27138,"ec-1-6"
27142,"ec-1-6"
27148,"ec-1-6"
27155,"ec-1-6"
27157,"ec-1-6"
27158,"ec-1-6"
27162,"ec-1-6"
27165,"ec-1-6"
27167,"ec-2-1"
27174,"ec-1-6"
27176,"ec-2-1"
27180,"ec-1-6"
27181,"ec-1-6"
27184,"ec-1-5"
27187,"ec-1-6"
27188,"ec-1-6"
27189,"ec-1-6"
27196,"ec-1-6"
27200,"ec-1-6"
27201,"ec-1-6"
27205,"ec-1-6"
27206,"ec-1-5"
27207,"ec-1-6"
27216,"ec-1-6"
27219,"ec-1-5"
27220,"ec-1-6"
27222,"ec-1-1"
27224,"ec-1-6"
27232,"ec-1-6"
27240,"ec-1-5"
27244,"ec-1-6"
27245,"ec-1-6"
27248,"ec-1-6"
27250,"ec-1-6"
27254,"ec-1-6"
27255,"ec-1-6"
27258,"ec-2-2"
27263,"ec-1-6"
27264,"ec-1-6"
27267,"ec-2-1"
27269,"ec-1-5"
27276,"ec-1-6"
27279,"ec-1-6"
27280,"ec-1-6"
27287,"ec-1-6"
27297,"ec-1-6"
27299,"ec-1-6"
27302,"ec-1-6"
27305,"ec-1-5"
27307,"ec-1-6"
27318,"ec-2-1"
27320,"ec-1-6"
27322,"ec-1-4"
27326,"ec-1-6"
27328,"ec-1-6"
27346,"ec-1-6"
27348,"ec-1-6"
27349,"ec-2-1"
27350,"ec-1-6"
27354,"ec-1-6"
27355,"ec-1-6"
27360,"ec-2-1"
27362,"ec-1-6"
27364,"ec-2-1"
27366,"ec-1-6"
27369,"ec-1-6"
27375,"ec-1-6"
27376,"ec-1-6"
27382,"ec-1-6"
27397,"ec-2-1"
27398,"ec-1-6"
27400,"ec-1-6"
27403,"ec-1-6"
27409,"ec-1-6"
27410,"ec-1-6"
27417,"ec-1-6"
27430,"ec-1-5"
27431,"ec-1-6"
27432,"ec-2-2"
27439,"ec-1-6"
27443,"ec-1-6"
27445,"ec-2-1"
27447,"ec-1-6"
27451,"ec-1-6"
27460,"ec-1-6"
27462,"ec-1-6"
27467,"ec-1-6"
27471,"ec-1-6"
27477,"ec-1-6"
27480,"ec-1-6"
27481,"ec-1-6"
27483,"ec-1-6"
27488,"ec-1-6"
27493,"ec-2-1"
27496,"ec-2-2"
27498,"ec-2-2"
27500,"ec-1-6"
27506,"ec-1-6"
27524,"ec-2-1"
27527,"ec-1-2"
27528,"ec-1-1"
27532,"ec-1-2"
27540,"ec-1-6"
27544,"ec-1-6"
27547,"ec-1-6"
27551,"ec-1-6"
27558,"ec-1-6"
27559,"ec-1-6"
27565,"ec-2-1"
27567,"ec-1-1"
27568,"ec-1-6"
27574,"ec-2-1"
27576,"ec-1-5"
27578,"ec-1-6"
27579,"ec-1-6"
27581,"ec-1-6"
27584,"ec-1-6"
27586,"ec-1-6"
27590,"ec-2-2"
27591,"ec-1-1"
27592,"ec-1-5"
27593,"ec-1-6"
27595,"ec-1-6"
27598,"ec-1-6"
27608,"ec-2-1"
27613,"ec-2-2"
27615,"ec-1-6"
27625,"ec-1-6"
27626,"ec-1-6"
27628,"ec-2-2"
27635,"ec-2-1"
27636,"ec-1-6"
27638,"ec-1-5"
27650,"ec-1-6"
27654,"ec-1-6"
27655,"ec-1-6"
27656,"ec-1-6"
27657,"ec-1-4"
27658,"ec-1-6"
27661,"ec-1-5"
27665,"ec-1-6"
27671,"ec-2-1"
27674,"ec-1-6"
27680,"ec-1-6"
27693,"ec-1-6"
27694,"ec-1-5"
27698,"ec-1-6"
27706,"ec-1-6"
27711,"ec-1-6"
27714,"ec-1-6"
27730,"ec-1-6"
27736,"ec-1-6"
27738,"ec-1-6"
27753,"ec-1-6"
27758,"ec-1-6"
27764,"ec-1-6"
27765,"ec-1-6"
27770,"ec-1-6"
27771,"ec-1-6"
27774,"ec-1-6"
27776,"ec-1-2"
27779,"ec-1-5"
27780,"ec-1-6"
27782,"ec-2-2"
27784,"ec-1-6"
27785,"ec-1-6"
27788,"ec-1-6"
27790,"ec-1-6"
27800,"ec-1-6"
27803,"ec-1-6"
27804,"ec-1-5"
27811,"ec-1-6"
27812,"ec-1-5"
27829,"ec-1-6"
27831,"ec-1-6"
27834,"ec-1-6"
27835,"ec-1-6"
27837,"ec-1-6"
27838,"ec-1-6"
27841,"ec-1-6"
27844,"ec-1-6"
27852,"ec-1-6"
27853,"ec-1-6"
27854,"ec-1-6"
27861,"ec-1-6"
27862,"ec-1-6"
27866,"ec-1-6"
27868,"ec-1-5"
27872,"ec-1-6"
27873,"ec-2-1"
27877,"ec-1-6"
27879,"ec-1-6"
27883,"ec-2-1"
27891,"ec-1-6"
27893,"ec-1-1"
27896,"ec-1-6"
27899,"ec-1-6"
27903,"ec-1-6"
27910,"ec-1-6"
27911,"ec-2-1"
27912,"ec-1-4"
27916,"ec-1-6"
27918,"ec-1-6"
27921,"ec-1-6"
27924,"ec-1-6"
27930,"ec-1-6"
27933,"ec-1-6"
27935,"ec-1-5"
27937,"ec-2-1"
27938,"ec-1-6"
27950,"ec-1-6"
27957,"ec-1-6"
27967,"ec-1-6"
27969,"ec-2-1"
27975,"ec-1-5"
27976,"ec-1-5"
27978,"ec-2-1"
27980,"ec-1-6"
27982,"ec-1-6"
27983,"ec-1-6"
27988,"ec-1-5"
27991,"ec-1-6"
27992,"ec-2-1"
27997,"ec-1-6"
28000,"ec-2-2"
28001,"ec-1-6"
28003,"ec-1-6"
28005,"ec-1-3"
28014,"ec-1-6"
28017,"ec-1-6"
28018,"ec-2-1"
28022,"ec-1-6"
28023,"ec-1-6"
28025,"ec-1-6"
28028,"ec-1-6"
28031,"ec-1-6"
28032,"ec-1-6"
28034,"ec-2-1"
28038,"ec-1-6"
28047,"ec-1-6"
28048,"ec-1-6"
28049,"ec-1-6"
28051,"ec-1-2"
28053,"ec-1-6"
28055,"ec-1-6"
28056,"ec-1-6"
28061,"ec-2-1"
28069,"ec-1-6"
28070,"ec-1-6"
28084,"ec-2-2"
28085,"ec-1-6"
28088,"ec-1-6"
28093,"ec-1-6"
28097,"ec-1-6"
28099,"ec-1-6"
28103,"ec-1-6"
28104,"ec-1-5"
28105,"ec-1-6"
28117,"ec-1-6"
28131,"ec-1-6"
28133,"ec-1-6"
28134,"ec-1-6"
28135,"ec-1-6"
28136,"ec-1-6"
28138,"ec-2-2"
28156,"ec-1-6"
28158,"ec-1-6"
28159,"ec-1-6"
28161,"ec-2-1"
28164,"ec-1-6"
28165,"ec-1-5"
28170,"ec-1-6"
28172,"ec-2-2"
28173,"ec-1-6"
28179,"ec-1-5"
28181,"ec-1-6"
28190,"ec-1-6"
28191,"ec-1-6"
28214,"ec-1-6"
28240,"ec-1-6"
28242,"ec-1-5"
28244,"ec-1-6"
28248,"ec-1-6"
28253,"ec-1-6"
28262,"ec-1-6"
28265,"ec-1-6"
28270,"ec-1-6"
28273,"ec-1-6"
28275,"ec-1-5"
28276,"ec-1-2"
28282,"ec-1-6"
28293,"ec-1-6"
28295,"ec-1-6"
28296,"ec-1-6"
28303,"ec-2-1"
28305,"ec-1-6"
28318,"ec-1-6"
28323,"ec-1-6"
28325,"ec-2-1"
28327,"ec-1-6"
28328,"ec-2-1"
28338,"ec-1-6"
28340,"ec-1-6"
28343,"ec-1-6"
28347,"ec-1-6"
28355,"ec-1-6"
28358,"ec-1-6"
28365,"ec-1-6"
28367,"ec-1-6"
28368,"ec-1-6"
28369,"ec-2-1"
28377,"ec-2-1"
28381,"ec-2-1"
28382,"ec-1-5"
28384,"ec-1-5"
28387,"ec-1-5"
28388,"ec-1-6"
28395,"ec-1-5"
28396,"ec-1-6"
28397,"ec-1-6"
28398,"ec-1-6"
28410,"ec-1-6"
28411,"ec-2-1"
28423,"ec-1-6"
28424,"ec-2-1"
28433,"ec-1-1"
28439,"ec-1-5"
28440,"ec-1-6"
28451,"ec-1-6"
28461,"ec-1-6"
28469,"ec-1-6"
28479,"ec-1-6"
28485,"ec-1-5"
28487,"ec-1-6"
28488,"ec-1-6"
28490,"ec-1-6"
28495,"ec-1-6"
28497,"ec-1-6"
28501,"ec-2-1"
28503,"ec-1-6"
28507,"ec-1-5"
28509,"ec-1-6"
28511,"ec-1-6"
28516,"ec-1-5"
28519,"ec-1-6"
28521,"ec-1-6"
28522,"ec-1-6"
28526,"ec-1-6"
28527,"ec-1-6"
28528,"ec-1-6"
28534,"ec-1-6"
28535,"ec-1-6"
28536,"ec-1-1"
28537,"ec-2-1"
28551,"ec-2-1"
28554,"ec-1-6"
28558,"ec-2-1"
28560,"ec-1-6"
28565,"ec-2-2"
28570,"ec-1-6"
28571,"ec-1-6"
28572,"ec-1-6"
28574,"ec-2-1"
28575,"ec-1-6"
28593,"ec-1-6"
28595,"ec-1-6"
28600,"ec-1-6"
28601,"ec-1-1"
28602,"ec-2-2"
28610,"ec-1-6"
28614,"ec-1-6"
28619,"ec-1-6"
28640,"ec-1-6"
28651,"ec-1-6"
28661,"ec-1-6"
28662,"ec-1-5"
28663,"ec-1-2"
28666,"ec-1-6"
28669,"ec-1-6"
28672,"ec-1-6"
28675,"ec-1-5"
28677,"ec-1-6"
28680,"ec-1-5"
28683,"ec-2-2"
28724,"ec-2-2"
28733,"ec-2-2"
28738,"ec-1-6"
28749,"ec-1-6"
28751,"ec-1-6"
28759,"ec-1-6"
28760,"ec-1-5"
28768,"ec-1-5"
28773,"ec-1-6"
28774,"ec-1-6"
28781,"ec-2-2"
28782,"ec-1-5"
28783,"ec-1-6"
28784,"ec-1-6"
28786,"ec-1-6"
28789,"ec-1-6"
28790,"ec-1-5"
28794,"ec-1-6"
28800,"ec-1-6"
28813,"ec-1-6"
28815,"ec-1-1"
28818,"ec-2-2"
28820,"ec-1-6"
28823,"ec-1-6"
28825,"ec-1-6"
28826,"ec-2-2"
28842,"ec-1-6"
28845,"ec-1-6"
28846,"ec-1-3"
28848,"ec-1-6"
28849,"ec-2-1"
28869,"ec-1-6"
28870,"ec-2-1"
28871,"ec-1-6"
28873,"ec-1-5"
28874,"ec-1-6"
28877,"ec-1-3"
28886,"ec-1-6"
28887,"ec-1-6"
28896,"ec-1-5"
28901,"ec-1-6"
28902,"ec-1-2"
28909,"ec-1-6"
28910,"ec-1-6"
28912,"ec-1-6"
28914,"ec-2-2"
28922,"ec-1-6"
28924,"ec-1-6"
28928,"ec-1-2"
28932,"ec-1-6"
28935,"ec-2-1"
28938,"ec-2-1"
28944,"ec-2-1"
28946,"ec-1-6"
28953,"ec-1-6"
28958,"ec-1-6"
28960,"ec-1-6"
28971,"ec-1-6"
28978,"ec-1-6"
28984,"ec-1-2"
28993,"ec-1-6"
28998,"ec-1-6"
29004,"ec-1-6"
29005,"ec-1-6"
29008,"ec-1-6"
29012,"ec-1-5"
29020,"ec-1-6"
29022,"ec-1-6"
29037,"ec-1-6"
29045,"ec-1-6"
29049,"ec-1-6"
29052,"ec-1-6"
29053,"ec-1-6"
29058,"ec-1-6"
29065,"ec-1-6"
29067,"ec-1-6"
29069,"ec-1-6"
29071,"ec-1-6"
29074,"ec-1-6"
29077,"ec-1-6"
29078,"ec-1-6"
29083,"ec-1-6"
29086,"ec-1-6"
29098,"ec-1-6"
29110,"ec-1-6"
29114,"ec-1-6"
29118,"ec-1-6"
29122,"ec-1-6"
29133,"ec-1-6"
29142,"ec-1-6"
29144,"ec-1-6"
29147,"ec-1-6"
29149,"ec-1-6"
29155,"ec-1-5"
29156,"ec-1-6"
29158,"ec-1-6"
29162,"ec-1-6"
29166,"ec-1-6"
29169,"ec-1-6"
29174,"ec-1-6"
29183,"ec-1-6"
29184,"ec-1-6"
29189,"ec-1-6"
29192,"ec-1-6"
29194,"ec-1-6"
29198,"ec-1-6"
29200,"ec-1-6"
29201,"ec-1-5"
29203,"ec-1-6"
29215,"ec-1-6"
29221,"ec-1-5"
29224,"ec-1-6"
29227,"ec-2-2"
29231,"ec-1-6"
29241,"ec-1-6"
29244,"ec-1-6"
29248,"ec-1-5"
29253,"ec-2-2"
29256,"ec-2-2"
29258,"ec-2-2"
29276,"ec-2-2"
29278,"ec-2-1"
29281,"ec-1-6"
29285,"ec-1-5"
29286,"ec-1-6"
29295,"ec-2-1"
29302,"ec-1-6"
29308,"ec-1-6"
29310,"ec-1-6"
29313,"ec-1-6"
29323,"ec-1-6"
29327,"ec-1-6"
29331,"ec-1-6"
29334,"ec-1-2"
29335,"ec-1-6"
29338,"ec-1-6"
29340,"ec-1-6"
29341,"ec-1-6"
29343,"ec-1-6"
29350,"ec-1-6"
29355,"ec-2-1"
29360,"ec-1-6"
29361,"ec-1-6"
29365,"ec-1-6"
29366,"ec-1-6"
29370,"ec-1-1"
29379,"ec-1-6"
29386,"ec-1-6"
29388,"ec-2-1"
29389,"ec-2-1"
29398,"ec-1-6"
29405,"ec-1-6"
29406,"ec-1-6"
29407,"ec-1-5"
29408,"ec-2-2"
29426,"ec-1-6"
29429,"ec-1-6"
29435,"ec-1-6"
29454,"ec-1-6"
29456,"ec-1-6"
29469,"ec-1-6"
29470,"ec-2-1"
29476,"ec-1-3"
29482,"ec-1-6"
29486,"ec-1-6"
29488,"ec-2-2"
29492,"ec-1-6"
29495,"ec-2-2"
29496,"ec-2-1"
29499,"ec-1-6"
29506,"ec-1-5"
29513,"ec-1-6"
29516,"ec-1-6"
29522,"ec-1-6"
29534,"ec-1-5"
29535,"ec-1-6"
29538,"ec-1-6"
29539,"ec-2-1"
29543,"ec-1-6"
29548,"ec-1-6"
29550,"ec-1-6"
29552,"ec-1-6"
29553,"ec-2-2"
29556,"ec-1-6"
29571,"ec-1-6"
29574,"ec-1-6"
29583,"ec-1-6"
29588,"ec-2-1"
29597,"ec-1-6"
29598,"ec-2-2"
29603,"ec-1-6"
29607,"ec-1-6"
29611,"ec-1-6"
29615,"ec-2-1"
29618,"ec-1-6"
29620,"ec-1-1"
29628,"ec-1-6"
29638,"ec-2-1"
29642,"ec-1-6"
29647,"ec-1-6"
29652,"ec-1-6"
29665,"ec-1-5"
29667,"ec-1-6"
29668,"ec-1-6"
29670,"ec-1-6"
29671,"ec-1-6"
29672,"ec-1-5"
29674,"ec-1-5"
29679,"ec-1-6"
29684,"ec-1-6"
29687,"ec-1-6"
29689,"ec-1-6"
29694,"ec-1-6"
29703,"ec-1-6"
29705,"ec-2-1"
29706,"ec-2-2"
29707,"ec-1-6"
29714,"ec-1-6"
29715,"ec-1-5"
29716,"ec-1-5"
29718,"ec-1-6"
29726,"ec-1-6"
29736,"ec-2-1"
29739,"ec-1-6"
29745,"ec-1-6"
29748,"ec-1-6"
29753,"ec-2-1"
29756,"ec-1-6"
29759,"ec-1-5"
29767,"ec-2-2"
29776,"ec-1-6"
29777,"ec-1-6"
29783,"ec-1-6"
29791,"ec-1-6"
29792,"ec-1-6"
29800,"ec-1-5"
29802,"ec-1-6"
29806,"ec-1-6"
29807,"ec-1-6"
29810,"ec-1-6"
29812,"ec-1-6"
29828,"ec-1-6"
29836,"ec-1-6"
29840,"ec-1-6"
29845,"ec-1-6"
29851,"ec-1-6"
29852,"ec-1-6"
29855,"ec-1-6"
29858,"ec-1-6"
29865,"ec-2-1"
29877,"ec-1-6"
29879,"ec-1-5"
29882,"ec-1-5"
29886,"ec-1-6"
29887,"ec-1-6"
29894,"ec-1-5"
29896,"ec-1-6"
29905,"ec-2-1"
29909,"ec-1-6"
29910,"ec-1-6"
29911,"ec-1-6"
29914,"ec-1-6"
29915,"ec-1-6"
29924,"ec-1-2"
29928,"ec-1-6"
29930,"ec-2-1"
29931,"ec-2-2"
29935,"ec-1-6"
29936,"ec-1-6"
29937,"ec-1-6"
29948,"ec-1-5"
29952,"ec-1-6"
29953,"ec-1-6"
29956,"ec-1-6"
29957,"ec-1-5"
29960,"ec-1-6"
29963,"ec-1-1"
29966,"ec-1-6"
29968,"ec-1-6"
29975,"ec-1-6"
29980,"ec-1-6"
29986,"ec-1-6"
29992,"ec-1-6"
29999,"ec-1-6"
30003,"ec-1-5"
30012,"ec-1-6"
30013,"ec-1-6"
30016,"ec-1-6"
30022,"ec-1-6"
30026,"ec-1-6"
30027,"ec-1-6"
30030,"ec-1-6"
30032,"ec-1-6"
30035,"ec-1-6"
30038,"ec-1-6"
30047,"ec-2-1"
30051,"ec-1-2"
30053,"ec-2-2"
30057,"ec-1-6"
30062,"ec-1-5"
30065,"ec-1-6"
30068,"ec-2-1"
30075,"ec-1-6"
30084,"ec-2-2"
30100,"ec-1-6"
30101,"ec-2-1"
30115,"ec-1-6"
30116,"ec-1-6"
30118,"ec-1-6"
30119,"ec-1-6"
30126,"ec-1-6"
30132,"ec-1-6"
30134,"ec-1-5"
30139,"ec-1-5"
30140,"ec-1-6"
30141,"ec-1-6"
30147,"ec-2-2"
30151,"ec-1-6"
30152,"ec-1-6"
30153,"ec-2-1"
30156,"ec-1-6"
30158,"ec-1-6"
30165,"ec-1-6"
30166,"ec-1-5"
30180,"ec-1-5"
30182,"ec-1-6"
30186,"ec-1-6"
30187,"ec-2-2"
30189,"ec-1-6"
30195,"ec-1-6"
30196,"ec-1-6"
30197,"ec-2-2"
30205,"ec-1-6"
30214,"ec-1-6"
30217,"ec-2-1"
30223,"ec-1-6"
30227,"ec-1-6"
30236,"ec-1-5"
30241,"ec-1-6"
30245,"ec-1-6"
30254,"ec-1-6"
30259,"ec-1-1"
30262,"ec-1-6"
30263,"ec-1-6"
30264,"ec-1-5"
30273,"ec-1-6"
30284,"ec-2-1"
30286,"ec-1-6"
30290,"ec-1-6"
30291,"ec-1-6"
30294,"ec-2-2"
30301,"ec-1-6"
30302,"ec-1-6"
30303,"ec-1-6"
30307,"ec-1-5"
30309,"ec-1-6"
30310,"ec-1-6"
30311,"ec-2-1"
30317,"ec-1-6"
30322,"ec-1-6"
30329,"ec-1-6"
30338,"ec-1-5"
30340,"ec-1-6"
30348,"ec-1-6"
30351,"ec-1-6"
30356,"ec-1-6"
30357,"ec-2-1"
30359,"ec-1-5"
30360,"ec-1-5"
30364,"ec-1-6"
30366,"ec-1-6"
30368,"ec-1-6"
30369,"ec-1-6"
30370,"ec-1-6"
30377,"ec-1-6"
30384,"ec-1-5"
30386,"ec-1-6"
30396,"ec-1-5"
30399,"ec-1-6"
30402,"ec-1-6"
30405,"ec-2-2"
30414,"ec-1-6"
30417,"ec-1-6"
30419,"ec-1-6"
30424,"ec-1-3"
30428,"ec-1-6"
30429,"ec-1-6"
30440,"ec-1-6"
30441,"ec-1-6"
30445,"ec-1-6"
30453,"ec-1-5"
30454,"ec-1-6"
30457,"ec-1-1"
30467,"ec-1-6"
30469,"ec-1-6"
30477,"ec-1-6"
30485,"ec-2-2"
30489,"ec-2-1"
30493,"ec-1-6"
30494,"ec-1-6"
30503,"ec-1-6"
30504,"ec-1-6"
30527,"ec-2-1"
30533,"ec-1-6"
30537,"ec-1-5"
30548,"ec-1-5"
30552,"ec-1-6"
30554,"ec-1-6"
30555,"ec-1-2"
30558,"ec-1-6"
30562,"ec-1-6"
30572,"ec-1-6"
30579,"ec-1-6"
30581,"ec-2-1"
30582,"ec-1-6"
30583,"ec-1-5"
30586,"ec-2-1"
30587,"ec-1-6"
30592,"ec-1-6"
30596,"ec-1-6"
30601,"ec-1-6"
30605,"ec-1-6"
30606,"ec-1-5"
30607,"ec-1-6"
30610,"ec-2-1"
30617,"ec-1-6"
30618,"ec-1-6"
30622,"ec-1-6"
30623,"ec-1-6"
30624,"ec-2-2"
30625,"ec-1-6"
30630,"ec-1-6"
30631,"ec-1-6"
30633,"ec-1-1"
30637,"ec-1-6"
30643,"ec-1-6"
30649,"ec-1-6"
30650,"ec-1-5"
30651,"ec-2-2"
30652,"ec-1-6"
30654,"ec-1-6"
30659,"ec-1-6"
30661,"ec-1-6"
30664,"ec-1-6"
30666,"ec-1-6"
30671,"ec-2-1"
30673,"ec-1-6"
30679,"ec-1-6"
30681,"ec-1-6"
30682,"ec-1-6"
30684,"ec-1-6"
30687,"ec-1-1"
30690,"ec-1-6"
30696,"ec-1-6"
30697,"ec-1-6"
30701,"ec-1-6"
30704,"ec-1-5"
30712,"ec-2-2"
30717,"ec-1-6"
30720,"ec-1-6"
30723,"ec-1-3"
30724,"ec-1-6"
30726,"ec-1-6"
30727,"ec-1-5"
30729,"ec-1-6"
30732,"ec-1-6"
30733,"ec-1-5"
30739,"ec-1-6"
30741,"ec-1-6"
30742,"ec-2-1"
30744,"ec-1-6"
30748,"ec-2-2"
30751,"ec-2-1"
30752,"ec-1-2"
30754,"ec-1-6"
30758,"ec-1-6"
30760,"ec-1-6"
30761,"ec-1-6"
30765,"ec-1-6"
30769,"ec-1-1"
30772,"ec-1-6"
30773,"ec-1-6"
30780,"ec-1-6"
30781,"ec-1-6"
30783,"ec-1-6"
30787,"ec-1-6"
30789,"ec-1-6"
30792,"ec-1-6"
30795,"ec-2-2"
30803,"ec-1-6"
30804,"ec-1-6"
30809,"ec-1-6"
30815,"ec-2-1"
30816,"ec-1-6"
30817,"ec-1-6"
30818,"ec-1-6"
30820,"ec-1-6"
30825,"ec-1-6"
30826,"ec-1-5"
30828,"ec-1-6"
30832,"ec-1-6"
30838,"ec-1-6"
30841,"ec-1-6"
30842,"ec-1-6"
30843,"ec-1-6"
30846,"ec-1-6"
30847,"ec-1-6"
30856,"ec-1-6"
30859,"ec-1-6"
30870,"ec-1-6"
30875,"ec-1-6"
30885,"ec-1-6"
30888,"ec-1-1"
30893,"ec-1-6"
30894,"ec-1-6"
30897,"ec-1-6"
30898,"ec-1-6"
30904,"ec-1-6"
30906,"ec-1-6"
30907,"ec-2-1"
30914,"ec-1-5"
30917,"ec-1-5"
30918,"ec-1-6"
30922,"ec-1-6"
30925,"ec-1-6"
30930,"ec-2-1"
30932,"ec-1-6"
30935,"ec-2-1"
30945,"ec-1-6"
30974,"ec-1-6"
30975,"ec-1-6"
30976,"ec-1-6"
30987,"ec-1-6"
30988,"ec-1-6"
30992,"ec-1-6"
